id,title,category,description,image_url,link,posted
1zl8_GL199PPhkc-XWHWZg_8xopZLWlDY,שתי דבורים על שן הארי,מאקרו-צילומי תקריב,,https://drive.google.com/thumbnail?id=1zl8_GL199PPhkc-XWHWZg_8xopZLWlDY&sz=w600,https://amitphotos.com,FALSE
1rmw76dUcvnJ2_LyPpLrfyRzf6XcUzQcN,פרת משה רבנו על ענף פורח,מאקרו-צילומי תקריב,,https://drive.google.com/thumbnail?id=1rmw76dUcvnJ2_LyPpLrfyRzf6XcUzQcN&sz=w600,https://amitphotos.com,FALSE
18uLTZQeZAKyncopUkptt-srqQhEr7C8F,דבורה אוספת צוף מפרח לבן,מאקרו-צילומי תקריב,,https://drive.google.com/thumbnail?id=18uLTZQeZAKyncopUkptt-srqQhEr7C8F&sz=w600,https://amitphotos.com,FALSE
1RcH4xVxzRxpOexVhzDgdumhhif5cTjm5,פרפר על ציניה ורודה צילום מאקרו,מאקרו-צילומי תקריב,,https://drive.google.com/thumbnail?id=1RcH4xVxzRxpOexVhzDgdumhhif5cTjm5&sz=w600,https://amitphotos.com,FALSE
1epbtb8U6y-k_8I04hWejfgbET_mEcNF0,עכביש סרטן לבן מתחת לעלה,מאקרו-צילומי תקריב,,https://drive.google.com/thumbnail?id=1epbtb8U6y-k_8I04hWejfgbET_mEcNF0&sz=w600,https://amitphotos.com,FALSE
1caAXpctdX8dqyi66FyKXU9V3ogXZ9Lq3,פרטי אדריכלות במסגד השייח' זאיד אבו דאבי,אבו דאבי,,https://drive.google.com/thumbnail?id=1caAXpctdX8dqyi66FyKXU9V3ogXZ9Lq3&sz=w600,https://amitphotos.com,FALSE
1GNE_KfvZrhA7Xx8VxyzL1iB2Q-zolMhD,דפוסי קרח בים,אבו דאבי,קרחון צף עם דפוסים גיאומטריים בתווך מימי כחול,https://drive.google.com/thumbnail?id=1GNE_KfvZrhA7Xx8VxyzL1iB2Q-zolMhD&sz=w600,https://amitphotos.com,FALSE
1elM6XHeRrV9uMv_5xDr7NC1KqVpMRnUH,תבנית גיאומטרית מודרנית,אבו דאבי,תקרה לבנה בעיצוב גיאומטרי עם דפוס חוזר של צורות משושים,https://drive.google.com/thumbnail?id=1elM6XHeRrV9uMv_5xDr7NC1KqVpMRnUH&sz=w600,https://amitphotos.com,FALSE
1z65uWUxPZhNE29Zr2x3nKZT6wtlg5adj,מסגד השיח זايد בלילה,אבו דאבי,המסגד הגדול של אבו דאבי מואר בכחול עם השתקפויות בבריכה,https://drive.google.com/thumbnail?id=1z65uWUxPZhNE29Zr2x3nKZT6wtlg5adj&sz=w600,https://amitphotos.com,FALSE
1v55SlYVU99eLo8-vd_L82rg3nR1nzAx4,שערים מוארים באבו דאבי,אבו דאבי,שערים אסלמיים מעוטרים מוארים בלילה עם השתקפויות בנוזל,https://drive.google.com/thumbnail?id=1v55SlYVU99eLo8-vd_L82rg3nR1nzAx4&sz=w600,https://amitphotos.com,FALSE
1zb3ko2DjGynX-08EUC2f0otErldWwmI0,עיטורי זהב באבו דאבי,אבו דאבי,עיטור אדריכלי זהוב בעיצוב עלים דקורטיבי מפואר,https://drive.google.com/thumbnail?id=1zb3ko2DjGynX-08EUC2f0otErldWwmI0&sz=w600,https://amitphotos.com,FALSE
1MV_NtWD-Xf8QOS3vYgtqzm_OKSUVDykh,קשתות לבנות בשיק,אבו דאבי,מסדרון מעוקל עם קשתות אדריכליות וניתוקים זהב בסגנון מודרני,https://drive.google.com/thumbnail?id=1MV_NtWD-Xf8QOS3vYgtqzm_OKSUVDykh&sz=w600,https://amitphotos.com,FALSE
1Z1U6pMT9PBNuVYHwg8PIh8B4uTFqm9bJ,תקרה מעוטרת באבו דאבי,אבו דאבי,תקרה עגולה מעוטרת בדוגמה ספירלית זהב על רקע פרחוני,https://drive.google.com/thumbnail?id=1Z1U6pMT9PBNuVYHwg8PIh8B4uTFqm9bJ&sz=w600,https://amitphotos.com,FALSE
1SpNHplCgfyVPnaCmLM2-Qev61Kg1Xv1i,דלתות הנצנצות של אבו דאבי,אבו דאבי,דלתות מעוטרות עם דוגמניות גיאומטריות וחרוזים כחולים במסגד מפואר,https://drive.google.com/thumbnail?id=1SpNHplCgfyVPnaCmLM2-Qev61Kg1Xv1i&sz=w600,https://amitphotos.com,FALSE
1FKUiZlTrxzGJBzokEqVR1W1_pSoUT4ip,מסגד השיח זايد הלבן,אבו דאבי,אולם תפילה מפואר עם עיטורים פלוראליים בזהב ושחור,https://drive.google.com/thumbnail?id=1FKUiZlTrxzGJBzokEqVR1W1_pSoUT4ip&sz=w600,https://amitphotos.com,FALSE
1-XeHZVRXouPbQVrsbIMbhWy18f33V6BK,משכן הלבן באבו דאבי,אבו דאבי,אולם מפואר בעמודים שחורים עם תליונים זהובים ומים משתקפים,https://drive.google.com/thumbnail?id=1-XeHZVRXouPbQVrsbIMbhWy18f33V6BK&sz=w600,https://amitphotos.com,FALSE
1FcgYpVjgppXtq1eVZUfRSNFMMR-fmlIB,הנצנצים הלבנים של שייח זאיד,אבו דאבי,"הקשתות המעוקלות של המסגד בלילה, מוארות בצבע כחול וזהב",https://drive.google.com/thumbnail?id=1FcgYpVjgppXtq1eVZUfRSNFMMR-fmlIB&sz=w600,https://amitphotos.com,FALSE
1VCl8Dl8bupSfuDmmc5hVCadHsPoGNpWI,פנים המסגד הגדול אבו דאבי,אבו דאבי,,https://drive.google.com/thumbnail?id=1VCl8Dl8bupSfuDmmc5hVCadHsPoGNpWI&sz=w600,https://amitphotos.com,FALSE
1aiFLu6Xd2oiSs9NiOz_GCsBOYACRv5UW,פנס רחוב בדובאי,אבו דאבי,פנס תאורה עירוני מודרני בעיצוב מינימליסטי על רקע שמיים מעוננים,https://drive.google.com/thumbnail?id=1aiFLu6Xd2oiSs9NiOz_GCsBOYACRv5UW&sz=w600,https://amitphotos.com,FALSE
1tAWNSWmCXNdcTQGU-TT20ySVbeVFe_C2,עץ בנוף הטidal,אבו דאבי,"עץ בודד בוצי בטidal של אבו דאבי, מוקף בשרשי מנגרוב",https://drive.google.com/thumbnail?id=1tAWNSWmCXNdcTQGU-TT20ySVbeVFe_C2&sz=w600,https://amitphotos.com,FALSE
1ymzu2KYiBGiI4BxvNcPK7KXph_zKzo4s,דפוס גיאומטרי מודרני,אבו דאבי,קשת מעוקלת עם דפוס תחרה גיאומטרי בנויה בעיצוב עכשווי,https://drive.google.com/thumbnail?id=1ymzu2KYiBGiI4BxvNcPK7KXph_zKzo4s&sz=w600,https://amitphotos.com,FALSE
1xuz8fZwN1ajgGNjhviVUmYzYULbKTgiM,פסיפס עתיק בעיר הופעות,אבו דאבי,פסיפס רומי עתיק עם דמויות חיות וקישוט גיאומטרי עדין,https://drive.google.com/thumbnail?id=1xuz8fZwN1ajgGNjhviVUmYzYULbKTgiM&sz=w600,https://amitphotos.com,FALSE
1SfNXSzwHzS0VdC_XxSM5BjEJ5VU8b8kX,פסל טווס בין פרחים,אבו דאבי,פסל טווס אפור מוקף בפרחים סגולים ורודים זוהרים,https://drive.google.com/thumbnail?id=1SfNXSzwHzS0VdC_XxSM5BjEJ5VU8b8kX&sz=w600,https://amitphotos.com,FALSE
1IoZa57mDdGzA9b9BYPb227VyBey5-uqt,פרחי שמש בפריחה,אבו דאבי,זר פרחי שמש צהובים פורחים בגן עם רקע מטושטש בוורוד וכחול,https://drive.google.com/thumbnail?id=1IoZa57mDdGzA9b9BYPb227VyBey5-uqt&sz=w600,https://amitphotos.com,FALSE
1ngd6Y2Y10r2Q5q-QfEAVsCsLf_4PxTLX,תבניות בחול דיונות המדבר איחוד האמירויות,אבו דאבי,,https://drive.google.com/thumbnail?id=1ngd6Y2Y10r2Q5q-QfEAVsCsLf_4PxTLX&sz=w600,https://amitphotos.com,FALSE
1buUeH8gXugxMmlUoLc-PIt-0TNno29Pk,שכונת המגדלים באבו דאבי,אבו דאבי,נוף מרהיב של מגדלי דירות בעיר אבו דאבי תחת שמיים כחולים,https://drive.google.com/thumbnail?id=1buUeH8gXugxMmlUoLc-PIt-0TNno29Pk&sz=w600,https://amitphotos.com,FALSE
1_IvlJLJrkF89OLeJAMVt6a7nih0K97vb,שחף לבן באבו דאבי,אבו דאבי,שחף לבן עומד בתנוחת צפייה על רקע טבעי מטושטש,https://drive.google.com/thumbnail?id=1_IvlJLJrkF89OLeJAMVt6a7nih0K97vb&sz=w600,https://amitphotos.com,FALSE
1WDLpmzbGdaOzlEgi892ya1JTR-ClsUGo,כרישים מעל דובאי,אבו דאבי,פסל כרישים ברונזי על רקע בניינים גבוהים בדובאי,https://drive.google.com/thumbnail?id=1WDLpmzbGdaOzlEgi892ya1JTR-ClsUGo&sz=w600,https://amitphotos.com,FALSE
1gbXCTI9IS7-ZaR4nN9_2ncKgZ9fy_YDT,מגדלי אבו דאבי,אבו דאבי,נוף אורבני של מגדלים גבוהים בשמיים כחולים וצלל דרמטי,https://drive.google.com/thumbnail?id=1gbXCTI9IS7-ZaR4nN9_2ncKgZ9fy_YDT&sz=w600,https://amitphotos.com,FALSE
1VtjWqoHmdb9GNoa-fFzsaAx5yh4nOIV8,דוגמה עיגולים צהובים,אבו דאבי,תבנית גיאומטרית של עיגולים צהובים על רקע חום עמוק,https://drive.google.com/thumbnail?id=1VtjWqoHmdb9GNoa-fFzsaAx5yh4nOIV8&sz=w600,https://amitphotos.com,FALSE
1zio7LG17bD8Mw3LZ2MNK2U9cBFSutZg3,דלעת צהובה בדוט אומנות,אבו דאבי,דלעת דקורטיבית עם נקודות צהובות על רקע עיצוב גיאומטרי,https://drive.google.com/thumbnail?id=1zio7LG17bD8Mw3LZ2MNK2U9cBFSutZg3&sz=w600,https://amitphotos.com,FALSE
1Yq5GKzGTtvi1QNr9CE9IKNjN5zMzrIsS,מבנה זכוכית ומגדל,אבו דאבי,נוף אורבני של מגדל גבוה המשתקף דרך חזית זכוכית מודרנית,https://drive.google.com/thumbnail?id=1Yq5GKzGTtvi1QNr9CE9IKNjN5zMzrIsS&sz=w600,https://amitphotos.com,FALSE
18cRXTPt645lzlxtSNGM3RwYcsTcRS-ZY,אדריכלות מודרנית באבו דאבי קו רקיע,אבו דאבי,,https://drive.google.com/thumbnail?id=18cRXTPt645lzlxtSNGM3RwYcsTcRS-ZY&sz=w600,https://amitphotos.com,FALSE
1YfaXr8zQe5xf8pe8UDB3u9M9vfwTwqi5,נוף מן המרכז,אבו דאבי,"מבט מן הגג אל הרחוב המרכזי בעיר, בין בנייני גבוהים",https://drive.google.com/thumbnail?id=1YfaXr8zQe5xf8pe8UDB3u9M9vfwTwqi5&sz=w600,https://amitphotos.com,FALSE
18nRQRH0sIVe-Qpkv-Kq47M_cHdE34CCp,ספירלה אדריכלית בגומחה,אבו דאבי,תקרה עגולה עם טבעות תאורה קונצנטריות בעיצוב מודרני,https://drive.google.com/thumbnail?id=18nRQRH0sIVe-Qpkv-Kq47M_cHdE34CCp&sz=w600,https://amitphotos.com,FALSE
1Dkd-op4PAj-PmOfonjBuOK6iNRNDv_fc,מוזיאון שיח האמارات,אבו דאבי,בניין אייקוני עם כיתוב ערבי בעיצוב מודרני בשקיעה,https://drive.google.com/thumbnail?id=1Dkd-op4PAj-PmOfonjBuOK6iNRNDv_fc&sz=w600,https://amitphotos.com,FALSE
1a1VOdUcAqr7cjBkcz0vlYXrB2B_1iIgj,מטרו אבו דאבי,אבו דאבי,נוף פנימי של תחנת מטרו עם עיצוב ארכיטקטוני מודרני,https://drive.google.com/thumbnail?id=1a1VOdUcAqr7cjBkcz0vlYXrB2B_1iIgj&sz=w600,https://amitphotos.com,FALSE
1lcsyJwCpdLQQLyuJP0JRBmU9uMZeAjOs,אמנות אור ועיצוב,אבו דאבי,התקנת אמנות אור מודרנית עם דוגמנים גיאומטריים בעיצוב עכשווי,https://drive.google.com/thumbnail?id=1lcsyJwCpdLQQLyuJP0JRBmU9uMZeAjOs&sz=w600,https://amitphotos.com,FALSE
1bEJ1UIcdfRcMcnpxQqMryijXs_Ry_4i6,ספירלה של אור וצבע,אבו דאבי,מבנה ספירלי מודרני עם תאורת LED וכדור זוהר במרכזו,https://drive.google.com/thumbnail?id=1bEJ1UIcdfRcMcnpxQqMryijXs_Ry_4i6&sz=w600,https://amitphotos.com,FALSE
1yBGbXhMfV2LZLGnnQzeCYMQ6wuL9Y3Lb,אדריכלות מודרנית באבו דאבי,אבו דאבי,מבנה גיאומטרי עם עקומות לבנות וחלונות מעוצבים בעיצוב מודרני,https://drive.google.com/thumbnail?id=1yBGbXhMfV2LZLGnnQzeCYMQ6wuL9Y3Lb&sz=w600,https://amitphotos.com,FALSE
1nB904YN725_dwEKjL8ymddeV2IhU53A6,תצוגת אור דיגיטלית בתוך מים,אבו דאבי,אלפי טלפונים מוארים בכחול וסגול משתקפים על בריכה מימית,https://drive.google.com/thumbnail?id=1nB904YN725_dwEKjL8ymddeV2IhU53A6&sz=w600,https://amitphotos.com,FALSE
1bbJ5yT-g_ZWwddX1OFJTWYgWIqNNhp1k,מוזיאון אור בדובאי,אבו דאבי,מתקן אומנות דיגיטלי עם אלף אורות צבעוניים משקפלים בתוך מים,https://drive.google.com/thumbnail?id=1bbJ5yT-g_ZWwddX1OFJTWYgWIqNNhp1k&sz=w600,https://amitphotos.com,FALSE
1aw7oPUP-MtB5eoC4a0xup8hITN-OHBAk,פנס אבו דאבי בלילה,אבו דאבי,עיר אורות צבעונית בחושך עם פנסים מוארים בצבעים עוצמתיים,https://drive.google.com/thumbnail?id=1aw7oPUP-MtB5eoC4a0xup8hITN-OHBAk&sz=w600,https://amitphotos.com,FALSE
1Mpe0rBFj0tmdpFcM6hkESNVWETHNTPcA,עין אדריכלית בלילה,אבו דאבי,בניין מודרני בעיצוב גיאומטרי עם השתקפות במים בחושך,https://drive.google.com/thumbnail?id=1Mpe0rBFj0tmdpFcM6hkESNVWETHNTPcA&sz=w600,https://amitphotos.com,FALSE
1D-HIuhwyagpmg_FPY9p5InN0PNwqEuds,אדריכלות מודרנית באבו דאבי,אבו דאבי,בנייה עתידנית עם חלונות מוארים וקווים גיאומטריים בעיצוב מינימליסטי,https://drive.google.com/thumbnail?id=1D-HIuhwyagpmg_FPY9p5InN0PNwqEuds&sz=w600,https://amitphotos.com,FALSE
1Vkby6HIwK2ZVcCFeHCKvYhaWByC8p-2j,מוזיאון שייח זיד בלילה,אבו דאבי,בניין עגול מעוצב בעיצוב מודרני בעלון תאורה ליליית בחזית גדול.,https://drive.google.com/thumbnail?id=1Vkby6HIwK2ZVcCFeHCKvYhaWByC8p-2j&sz=w600,https://amitphotos.com,FALSE
1SjSzrMp_yDPlg5zQB6T2v2qucq30xC6s,פנים פסנתר מוזיקלי,אבו דאבי,מפרטי פנימיים של פסנתר עם מיתרים וחלקים מכניים,https://drive.google.com/thumbnail?id=1SjSzrMp_yDPlg5zQB6T2v2qucq30xC6s&sz=w600,https://amitphotos.com,FALSE
1DtOuAfxbJEn5jeUqxk1i-iQKzEBfZhZI,אור וגיאומטריה,אבו דאבי,תקרה עם עיגולים מאירים וחרוזים זוהרים בעיצוב גיאומטרי,https://drive.google.com/thumbnail?id=1DtOuAfxbJEn5jeUqxk1i-iQKzEBfZhZI&sz=w600,https://amitphotos.com,FALSE
1VnaK8BHWzDJqSaHRcfe6H3XLM_g-qQjK,קרניים של אור,אבו דאבי,פרטים אדריכליים מזהבים בעיצוב רדיאלי מסוגנן של מסגד,https://drive.google.com/thumbnail?id=1VnaK8BHWzDJqSaHRcfe6H3XLM_g-qQjK&sz=w600,https://amitphotos.com,FALSE
1hVX9LJjscf8nCipAMq7D070FW_Pq1VYN,穹顶הדום של השיख זאיד,אבו דאבי,תקרה מעוטרת בדוגמנות גיאומטרית וזהב בעמק דאבי,https://drive.google.com/thumbnail?id=1hVX9LJjscf8nCipAMq7D070FW_Pq1VYN&sz=w600,https://amitphotos.com,FALSE
1sLnUk4IAP5DuPc70zGunF1IB0wdGGUbF,תקרה זהובה במסגד,אבו דאבי,תקרה מעוטרת בזהב וקרמיקה בעיצוב איסלמי מסורתי,https://drive.google.com/thumbnail?id=1sLnUk4IAP5DuPc70zGunF1IB0wdGGUbF&sz=w600,https://amitphotos.com,FALSE
14nbsn6h2adsT88U5rticB3zxI52UsRDp,דוגמנית גיאומטרית איסלאמית,אבו דאבי,עיטור תקרה מסורתי עם כוכבים וקרניים בתכנית סימטרית,https://drive.google.com/thumbnail?id=14nbsn6h2adsT88U5rticB3zxI52UsRDp&sz=w600,https://amitphotos.com,FALSE
1R7MRKRy895wj2ZYEJ83zvwQ2VVBtgGdR,תקרה מעוטרת באבו דאבי,אבו דאבי,תקרה עגולה מעוטרת בעיטורים גיאומטריים וסימטריים בזהב,https://drive.google.com/thumbnail?id=1R7MRKRy895wj2ZYEJ83zvwQ2VVBtgGdR&sz=w600,https://amitphotos.com,FALSE
1K1nbSXkM9cX0YtgahVUi7lnoP5ka6DyR,שקיעה במסגד שייח זאיד,אבו דאבי,שקיעה זהובה מעל מסגד הSheikh Zayed במרכז אבו דאבי,https://drive.google.com/thumbnail?id=1K1nbSXkM9cX0YtgahVUi7lnoP5ka6DyR&sz=w600,https://amitphotos.com,FALSE
1SIxnuMcpiqxFq_zlU4ri07OZIA8x0aQW,שקיעה בשער המסגד,אבו דאבי,שקיעה זהובה דרך קשתות אבו דאבי עם השתקפות מוזהבות,https://drive.google.com/thumbnail?id=1SIxnuMcpiqxFq_zlU4ri07OZIA8x0aQW&sz=w600,https://amitphotos.com,FALSE
145bRagq1kywQjjPwkKWOy-TUl-JJT3AR,כיפת מוזיאון הלובר אבו דאבי,אבו דאבי,,https://drive.google.com/thumbnail?id=145bRagq1kywQjjPwkKWOy-TUl-JJT3AR&sz=w600,https://amitphotos.com,FALSE
1yZWuy3xO7QXTbRq5R7Wb_wK8xPTqIYPD,מסגד השייח זايد הגדול,אבו דאבי,החזית המרשימה של המסגד בתאורת ערב עם בריכת המים המשקפת,https://drive.google.com/thumbnail?id=1yZWuy3xO7QXTbRq5R7Wb_wK8xPTqIYPD&sz=w600,https://amitphotos.com,FALSE
1PqxX8FurNmCAzIVnbp14zpxYggasNcEc,אדריכלות צבעונית בואבו דאבי,אבו דאבי,מדרגות מתכת מול קירות גיאומטריים בצבעים תוססים וחיים,https://drive.google.com/thumbnail?id=1PqxX8FurNmCAzIVnbp14zpxYggasNcEc&sz=w600,https://amitphotos.com,FALSE
1gQIo-qNqKmRbMsEX--MLBpBgT7zXobVE,קיר כבוד בליברפול,אנגליה,ציור קיר של שחקן כדורגל אגדי עם סטטיסטיקות קריירה.,https://drive.google.com/thumbnail?id=1gQIo-qNqKmRbMsEX--MLBpBgT7zXobVE&sz=w600,https://amitphotos.com,FALSE
1SjO7yA1pjZHCa4L8RGgg-_l2YP2ScRqo,חנות אנטיקות בלונדון,אנגליה,חזית חנות וינטג' קלאסית המוכרת ספרים וקולקציות ישנות בבריטניה,https://drive.google.com/thumbnail?id=1SjO7yA1pjZHCa4L8RGgg-_l2YP2ScRqo&sz=w600,https://amitphotos.com,FALSE
14OQokD36-Gk58vl2QtBndXxbcJcUIn5_,רחוב בכפר אנגלי בתי אבן,אנגליה,,https://drive.google.com/thumbnail?id=14OQokD36-Gk58vl2QtBndXxbcJcUIn5_&sz=w600,https://amitphotos.com,FALSE
1w1p6SNGzdI68LLsc9pIWQ7XL0vJvNsPL,אמנות רחוב עם דבורים,אנגליה,ציור קיר צבעוני בעיצוב מודרני עם דבורים על יד כחולה,https://drive.google.com/thumbnail?id=1w1p6SNGzdI68LLsc9pIWQ7XL0vJvNsPL&sz=w600,https://amitphotos.com,FALSE
1E811mT_4RpRmw_gr474v8zhto1UeQLdS,פרחי טוליפ ורודים,אנגליה,טוליפים ורודים פורחים בגן אנגלי עם עלים ירוקים,https://drive.google.com/thumbnail?id=1E811mT_4RpRmw_gr474v8zhto1UeQLdS&sz=w600,https://amitphotos.com,FALSE
1Pv0soGD_IhNDAAErMDAQVKa5EXfPHwkJ,דייזיז בגן אנגלי,אנגליה,פרחי דייזי לבנים פורחים בדשא ירוק טרי באנגליה,https://drive.google.com/thumbnail?id=1Pv0soGD_IhNDAAErMDAQVKa5EXfPHwkJ&sz=w600,https://amitphotos.com,FALSE
1uGgnITeoQdRlUd4QXM1Qrzlc_CyQdb4j,שלט רחוב בלונדון,אנגליה,"שלט כתובת של רחוב בייסווטר בלונדון, מוקף בעלווה ירוקה",https://drive.google.com/thumbnail?id=1uGgnITeoQdRlUd4QXM1Qrzlc_CyQdb4j&sz=w600,https://amitphotos.com,FALSE
10bfzIIsdJFAC65ZBhZV604-GFz9OFSup,השתקפויות בנהר אנגלי,אנגליה,עמודי עץ משתקפים בשקט מימי הנהר היורקשיר,https://drive.google.com/thumbnail?id=10bfzIIsdJFAC65ZBhZV604-GFz9OFSup&sz=w600,https://amitphotos.com,FALSE
1TgpPqZBR95o0_u3TJ3R-B-lB-u-jjogp,אמנות רחוב צבעונית באנגליה,אנגליה,ציור קיר תוססני בדמויות דינמיות וחלונות אמיתיים,https://drive.google.com/thumbnail?id=1TgpPqZBR95o0_u3TJ3R-B-lB-u-jjogp&sz=w600,https://amitphotos.com,FALSE
1fVitqkVFG0gD9TAynlTD8lh6vRyXxo7M,חלונות אדומים באנגליה,אנגליה,חזית בנייה עתיקה עם חלונות אדומים בעיצוב מסורתי אנגלי,https://drive.google.com/thumbnail?id=1fVitqkVFG0gD9TAynlTD8lh6vRyXxo7M&sz=w600,https://amitphotos.com,FALSE
1b5XrI_E8G7ho1SHA_7LhWUxhvF4ercL4,אמנות קיר צבעונית באנגליה,אנגליה,ציור קיר בוהמי עם דמויות צבעוניות וחלונות לבנים,https://drive.google.com/thumbnail?id=1b5XrI_E8G7ho1SHA_7LhWUxhvF4ercL4&sz=w600,https://amitphotos.com,FALSE
18Y1gl9j0RVk5Wuo4G7qI-Fx6sVaQsqSe,פיל צבעוני בלונדון,אנגליה,פסל פיל מעוטר בצבעים תוססים ברחוב בלונדון,https://drive.google.com/thumbnail?id=18Y1gl9j0RVk5Wuo4G7qI-Fx6sVaQsqSe&sz=w600,https://amitphotos.com,FALSE
1NNsNM4NjlUyFuuxyJxtdp0L-_qOwatsp,זכרונות מלונדון,אנגליה,אוסף של מזכרות וסוביניר בריטיים אדומים עם סמלי לונדון.,https://drive.google.com/thumbnail?id=1NNsNM4NjlUyFuuxyJxtdp0L-_qOwatsp&sz=w600,https://amitphotos.com,FALSE
1OsHP7dGm0yYcyIUhVC_QbSWt3wZ0hEEc,רחוב עמוס בלונדון,אנגליה,תמונה מטושטשת של רחוב עירוני בעלוול גבוה עם הולכי רגל,https://drive.google.com/thumbnail?id=1OsHP7dGm0yYcyIUhVC_QbSWt3wZ0hEEc&sz=w600,https://amitphotos.com,FALSE
1YysIZRwu1sxnIddmfBQR4F_gyodlxsdO,אדריכלות מנזר באת' אנגליה,אנגליה,,https://drive.google.com/thumbnail?id=1YysIZRwu1sxnIddmfBQR4F_gyodlxsdO&sz=w600,https://amitphotos.com,FALSE
1pCcQm4UOVgTSJ4mlbTYEomdEo6yCdQGU,D'Arblay Street בלונדון,אנגליה,שלט רחוב קלאסי של וסטמינסטר על קיר לבנים כחול,https://drive.google.com/thumbnail?id=1pCcQm4UOVgTSJ4mlbTYEomdEo6yCdQGU&sz=w600,https://amitphotos.com,FALSE
16rSgsmOqjZgQkLjk4ws0I2ZNtfZT6CUo,דגלי בריטניה בלונדון,אנגליה,דגלי האיחוד הבריטי תלויים על חזית בנייני היסטוריים בלונדון,https://drive.google.com/thumbnail?id=16rSgsmOqjZgQkLjk4ws0I2ZNtfZT6CUo&sz=w600,https://amitphotos.com,FALSE
1DyvFemrLJmJ9_DcczDzKq8RteE7cgevG,מבנה היסטורי באוניברסיטת אוקספורד אנגליה,אנגליה,,https://drive.google.com/thumbnail?id=1DyvFemrLJmJ9_DcczDzKq8RteE7cgevG&sz=w600,https://amitphotos.com,FALSE
10U8_BHPncFPy-y2vqmPjuMAJaOV6aSpd,עבודה בגובה בלונדון,אנגליה,עובדים בעלית חיתוך מכונית ליד קיר כתום בעיר,https://drive.google.com/thumbnail?id=10U8_BHPncFPy-y2vqmPjuMAJaOV6aSpd&sz=w600,https://amitphotos.com,FALSE
1jzfuF0ygh7Q9541-mQud1vk7NcqlI6C9,אמנות רחוב בלונדון,אנגליה,ציור קיר סוריאליסטי עם דמות אישה וגדולי עיניים ביטוי אמנותי,https://drive.google.com/thumbnail?id=1jzfuF0ygh7Q9541-mQud1vk7NcqlI6C9&sz=w600,https://amitphotos.com,FALSE
1TfNPONwVKSmCtxq5no6qcFnZbtd3Bx5R,אמנות קיר בלונדון,אנגליה,ציור קיר מונוכרום מעוצב של דמות אנושית על בריק בעיר,https://drive.google.com/thumbnail?id=1TfNPONwVKSmCtxq5no6qcFnZbtd3Bx5R&sz=w600,https://amitphotos.com,FALSE
1Os6cdaNLFE7nE0XTm3fd9zJqVDsU2HPW,אמנות קיר בלונדון,אנגליה,ציור קיר מופשט בצבעים עשירים המתאר דמות עם פרחים לבנים,https://drive.google.com/thumbnail?id=1Os6cdaNLFE7nE0XTm3fd9zJqVDsU2HPW&sz=w600,https://amitphotos.com,FALSE
1VXT35ZonkAjh09hMKdHY9Sk-EtWGX5_c,חצר קולג' באוקספורד אדריכלות,אנגליה,,https://drive.google.com/thumbnail?id=1VXT35ZonkAjh09hMKdHY9Sk-EtWGX5_c&sz=w600,https://amitphotos.com,FALSE
1mRpdsYRmUdaacH1FTUpcTAA8h7BOgkXv,גשר אבן בקוטסוולדס אנגליה,אנגליה,,https://drive.google.com/thumbnail?id=1mRpdsYRmUdaacH1FTUpcTAA8h7BOgkXv&sz=w600,https://amitphotos.com,FALSE
1Gtg0jN4Ji3bBl-VHQRju9M4WhhCEmGoQ,אומנות רחוב רובוטית,אנגליה,ציור קיר יצירתי של רובוט בלום כחול וכתום על שחור,https://drive.google.com/thumbnail?id=1Gtg0jN4Ji3bBl-VHQRju9M4WhhCEmGoQ&sz=w600,https://amitphotos.com,FALSE
13nIqNH9-ga_b7fToQsoMw1lWU9hFP5h0,אמנות קיר באנגליה,אנגליה,ציור קיר קלאסי של אישה עם פרחים צבעוניים בסביבה,https://drive.google.com/thumbnail?id=13nIqNH9-ga_b7fToQsoMw1lWU9hFP5h0&sz=w600,https://amitphotos.com,FALSE
1XdvVh5rW_HQpqx61OVV3oO3Ew9anSwvK,אזהרה לרוכבי אופניים,אנגליה,שלט תנועה אנגלי המזהיר מנוכחות רוכבי אופניים בכביש,https://drive.google.com/thumbnail?id=1XdvVh5rW_HQpqx61OVV3oO3Ew9anSwvK&sz=w600,https://amitphotos.com,FALSE
1fg6k8AhN8yHprSRmXx7UQFnYi0g_Hab6,אמנות רחוב פוליטית בלונדון,אנגליה,מוזאיקה של פוסטרים פוליטיים בסגנון פופ ארט על קיר בעיר,https://drive.google.com/thumbnail?id=1fg6k8AhN8yHprSRmXx7UQFnYi0g_Hab6&sz=w600,https://amitphotos.com,FALSE
11lRfo9G3v18yxhYPMGO-FFew_KrFMFkv,הצוקים הלבנים של דובר אנגליה,אנגליה,,https://drive.google.com/thumbnail?id=11lRfo9G3v18yxhYPMGO-FFew_KrFMFkv&sz=w600,https://amitphotos.com,FALSE
1sXcBYBmB6LKEN28bOXSlEq6q94Oy7XAo,אמנות רחוב בלונדון,אנגליה,פורטרט של אישה בסגנון פופ ארט על קיר בעיר,https://drive.google.com/thumbnail?id=1sXcBYBmB6LKEN28bOXSlEq6q94Oy7XAo&sz=w600,https://amitphotos.com,FALSE
